activity,company,participates,company_total_revenue_usd_bn,company_operating_margin_pct,activity_revenue_estimate_usd_bn,financial_source_url,activity_source_url,notes
Professional Visualization (GPUs),Microsoft,0,245.1,44.6,0.0,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/789019/000095017024087843/msft-20240630.htm,https://www.jonpeddie.com/news/workstation-report/,No material direct revenue disclosed
Professional Visualization (GPUs),TSMC,0,90.0,42.0,0.0,https://investor.tsmc.com/english/financial-calendar,https://www.jonpeddie.com/news/workstation-report/,No material direct revenue disclosed
Professional Visualization (GPUs),Samsung,0,220.0,8.5,0.0,https://www.samsung.com/global/ir/financial-information/earnings-release/,https://www.jonpeddie.com/news/workstation-report/,No material direct revenue disclosed
Professional Visualization (GPUs),Marvell,0,5.5,-7.0,0.0,https://investor.marvell.com/financial-information/sec-filings,https://www.jonpeddie.com/news/workstation-report/,No material direct revenue disclosed
Professional Visualization (GPUs),Micron,0,25.1,-2.0,0.0,https://investors.micron.com/financials/sec-filings,https://www.jonpeddie.com/news/workstation-report/,No material direct revenue disclosed
Professional Visualization (GPUs),IBM,0,62.8,16.5,0.0,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/51143/000005114325000010/ibm-20241231.htm,https://www.jonpeddie.com/news/workstation-report/,No material direct revenue disclosed
Professional Visualization (GPUs),Texas Instruments,0,15.64,34.0,0.0,https://investor.ti.com/financial-information/annual-reports-and-proxies,https://www.jonpeddie.com/news/workstation-report/,No material direct revenue disclosed
Professional Visualization (GPUs),GlobalFoundries,0,6.75,22.0,0.0,https://investors.gf.com/financial-information/sec-filings,https://www.jonpeddie.com/news/workstation-report/,No material direct revenue disclosed
Professional Visualization (GPUs),SMIC,0,8.03,13.0,0.0,https://www.smics.com/en/site/company_financialSummary,https://www.jonpeddie.com/news/workstation-report/,No material direct revenue disclosed
FPGAs & Programmable Logic,Intel,1,52.9,-0.6,4.5,https://www.intc.com/filings-reports/all-sec-filings/content/0000050863-26-000008/intc-20251227.htm,https://www.market.us/report/fpga-market/,Estimated from segment disclosures and product mix
FPGAs & Programmable Logic,AMD,1,34.6,7.8,3.6,https://ir.amd.com/financial-information/sec-filings/content/0000002488-26-000018/amd-20251227.htm,https://www.market.us/report/fpga-market/,Estimated from segment disclosures and product mix
FPGAs & Programmable Logic,Nvidia,0,60.9,54.1,0.0,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000086/nvda-20250126.htm,https://www.market.us/report/fpga-market/,No material direct revenue disclosed
FPGAs & Programmable Logic,Apple,0,391.0,31.5,0.0,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/320193/000032019324000123/aapl-20240928.htm,https://www.market.us/report/fpga-market/,No material direct revenue disclosed
FPGAs & Programmable Logic,Qualcomm,0,38.96,25.6,0.0,https://investor.qualcomm.com/financial-information/sec-filings/content/0000804328-24-000067/qcom-20240929.htm,https://www.market.us/report/fpga-market/,No material direct revenue disclosed
FPGAs & Programmable Logic,Amazon,1,637.96,10.8,0.2,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1018724/000101872425000008/amzn-20241231.htm,https://www.market.us/report/fpga-market/,Estimated from segment disclosures and product mix
FPGAs & Programmable Logic,Google,0,350.0,32.0,0.0,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1652044/000165204425000014/goog-20241231.htm,https://www.market.us/report/fpga-market/,No material direct revenue disclosed
FPGAs & Programmable Logic,Microsoft,1,245.1,44.6,0.1,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/789019/000095017024087843/msft-20240630.htm,https://www.market.us/report/fpga-market/,Estimated from segment disclosures and product mix
FPGAs & Programmable Logic,TSMC,0,90.0,42.0,0.0,https://investor.tsmc.com/english/financial-calendar,https://www.market.us/report/fpga-market/,No material direct revenue disclosed
FPGAs & Programmable Logic,Samsung,0,220.0,8.5,0.0,https://www.samsung.com/global/ir/financial-information/earnings-release/,https://www.market.us/report/fpga-market/,No material direct revenue disclosed
FPGAs & Programmable Logic,Marvell,0,5.5,-7.0,0.0,https://investor.marvell.com/financial-information/sec-filings,https://www.market.us/report/fpga-market/,No material direct revenue disclosed
FPGAs & Programmable Logic,Micron,0,25.1,-2.0,0.0,https://investors.micron.com/financials/sec-filings,https://www.market.us/report/fpga-market/,No material direct revenue disclosed
FPGAs & Programmable Logic,IBM,0,62.8,16.5,0.0,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/51143/000005114325000010/ibm-20241231.htm,https://www.market.us/report/fpga-market/,No material direct revenue disclosed
FPGAs & Programmable Logic,Texas Instruments,0,15.64,34.0,0.0,https://investor.ti.com/financial-information/annual-reports-and-proxies,https://www.market.us/report/fpga-market/,No material direct revenue disclosed
FPGAs & Programmable Logic,GlobalFoundries,0,6.75,22.0,0.0,https://investors.gf.com/financial-information/sec-filings,https://www.market.us/report/fpga-market/,No material direct revenue disclosed
FPGAs & Programmable Logic,SMIC,0,8.03,13.0,0.0,https://www.smics.com/en/site/company_financialSummary,https://www.market.us/report/fpga-market/,No material direct revenue disclosed
Robotics & Autonomous Machines,Intel,1,52.9,-0.6,0.3,https://www.intc.com/filings-reports/all-sec-filings/content/0000050863-26-000008/intc-20251227.htm,https://ifr.org/,Estimated from segment disclosures and product mix
Robotics & Autonomous Machines,AMD,0,34.6,7.8,0.0,https://ir.amd.com/financial-information/sec-filings/content/0000002488-26-000018/amd-20251227.htm,https://ifr.org/,No material direct revenue disclosed
Robotics & Autonomous Machines,Nvidia,1,60.9,54.1,1.0,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000086/nvda-20250126.htm,https://ifr.org/,Estimated from segment disclosures and product mix
Robotics & Autonomous Machines,Apple,0,391.0,31.5,0.0,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/320193/000032019324000123/aapl-20240928.htm,https://ifr.org/,No material direct revenue disclosed
Robotics & Autonomous Machines,Qualcomm,1,38.96,25.6,0.7,https://investor.qualcomm.com/financial-information/sec-filings/content/0000804328-24-000067/qcom-20240929.htm,https://ifr.org/,Estimated from segment disclosures and product mix
Robotics & Autonomous Machines,Amazon,1,637.96,10.8,0.6,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1018724/000101872425000008/amzn-20241231.htm,https://ifr.org/,Estimated from segment disclosures and product mix
Robotics & Autonomous Machines,Google,1,350.0,32.0,0.4,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1652044/000165204425000014/goog-20241231.htm,https://ifr.org/,Estimated from segment disclosures and product mix
Robotics & Autonomous Machines,Microsoft,1,245.1,44.6,0.4,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/789019/000095017024087843/msft-20240630.htm,https://ifr.org/,Estimated from segment disclosures and product mix
Robotics & Autonomous Machines,TSMC,0,90.0,42.0,0.0,https://investor.tsmc.com/english/financial-calendar,https://ifr.org/,No material direct revenue disclosed
Robotics & Autonomous Machines,Samsung,0,220.0,8.5,0.0,https://www.samsung.com/global/ir/financial-information/earnings-release/,https://ifr.org/,No material direct revenue disclosed
Robotics & Autonomous Machines,Marvell,0,5.5,-7.0,0.0,https://investor.marvell.com/financial-information/sec-filings,https://ifr.org/,No material direct revenue disclosed
Robotics & Autonomous Machines,Micron,0,25.1,-2.0,0.0,https://investors.micron.com/financials/sec-filings,https://ifr.org/,No material direct revenue disclosed
Robotics & Autonomous Machines,IBM,0,62.8,16.5,0.0,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/51143/000005114325000010/ibm-20241231.htm,https://ifr.org/,No material direct revenue disclosed
Robotics & Autonomous Machines,Texas Instruments,0,15.64,34.0,0.0,https://investor.ti.com/financial-information/annual-reports-and-proxies,https://ifr.org/,No material direct revenue disclosed
Robotics & Autonomous Machines,GlobalFoundries,0,6.75,22.0,0.0,https://investors.gf.com/financial-information/sec-filings,https://ifr.org/,No material direct revenue disclosed
Robotics & Autonomous Machines,SMIC,0,8.03,13.0,0.0,https://www.smics.com/en/site/company_financialSummary,https://ifr.org/,No material direct revenue disclosed
Automotive Infotainment,Intel,1,52.9,-0.6,0.4,https://www.intc.com/filings-reports/all-sec-filings/content/0000050863-26-000008/intc-20251227.htm,https://www.counterpointresearch.com/insights/automotive-cockpit-soc/,Estimated from segment disclosures and product mix
Automotive Infotainment,AMD,0,34.6,7.8,0.0,https://ir.amd.com/financial-information/sec-filings/content/0000002488-26-000018/amd-20251227.htm,https://www.counterpointresearch.com/insights/automotive-cockpit-soc/,No material direct revenue disclosed
Automotive Infotainment,Nvidia,1,60.9,54.1,0.6,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000086/nvda-20250126.htm,https://www.counterpointresearch.com/insights/automotive-cockpit-soc/,Estimated from segment disclosures and product mix
Automotive Infotainment,Apple,1,391.0,31.5,0.2,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/320193/000032019324000123/aapl-20240928.htm,https://www.counterpointresearch.com/insights/automotive-cockpit-soc/,Estimated from segment disclosures and product mix
Automotive Infotainment,Qualcomm,1,38.96,25.6,3.0,https://investor.qualcomm.com/financial-information/sec-filings/content/0000804328-24-000067/qcom-20240929.htm,https://www.counterpointresearch.com/insights/automotive-cockpit-soc/,Estimated from segment disclosures and product mix
Automotive Infotainment,Amazon,0,637.96,10.8,0.0,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1018724/000101872425000008/amzn-20241231.htm,https://www.counterpointresearch.com/insights/automotive-cockpit-soc/,No material direct revenue disclosed
Automotive Infotainment,Google,0,350.0,32.0,0.0,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1652044/000165204425000014/goog-20241231.htm,https://www.counterpointresearch.com/insights/automotive-cockpit-soc/,No material direct revenue disclosed
Automotive Infotainment,Microsoft,0,245.1,44.6,0.0,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/789019/000095017024087843/msft-20240630.htm,https://www.counterpointresearch.com/insights/automotive-cockpit-soc/,No material direct revenue disclosed
Automotive Infotainment,TSMC,0,90.0,42.0,0.0,https://investor.tsmc.com/english/financial-calendar,https://www.counterpointresearch.com/insights/automotive-cockpit-soc/,No material direct revenue disclosed
Automotive Infotainment,Samsung,1,220.0,8.5,1.5,https://www.samsung.com/global/ir/financial-information/earnings-release/,https://www.counterpointresearch.com/insights/automotive-cockpit-soc/,Estimated from segment disclosures and product mix
Automotive Infotainment,Marvell,0,5.5,-7.0,0.0,https://investor.marvell.com/financial-information/sec-filings,https://www.counterpointresearch.com/insights/automotive-cockpit-soc/,No material direct revenue disclosed
Automotive Infotainment,Micron,0,25.1,-2.0,0.0,https://investors.micron.com/financials/sec-filings,https://www.counterpointresearch.com/insights/automotive-cockpit-soc/,No material direct revenue disclosed
Automotive Infotainment,IBM,0,62.8,16.5,0.0,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/51143/000005114325000010/ibm-20241231.htm,https://www.counterpointresearch.com/insights/automotive-cockpit-soc/,No material direct revenue disclosed
Automotive Infotainment,Texas Instruments,1,15.64,34.0,1.3,https://investor.ti.com/financial-information/annual-reports-and-proxies,https://www.counterpointresearch.com/insights/automotive-cockpit-soc/,Estimated from segment disclosures and product mix
Automotive Infotainment,GlobalFoundries,0,6.75,22.0,0.0,https://investors.gf.com/financial-information/sec-filings,https://www.counterpointresearch.com/insights/automotive-cockpit-soc/,No material direct revenue disclosed
Automotive Infotainment,SMIC,0,8.03,13.0,0.0,https://www.smics.com/en/site/company_financialSummary,https://www.counterpointresearch.com/insights/automotive-cockpit-soc/,No material direct revenue disclosed
